filename,title,abstract,abstractSource,publication,full_text_path,repository
Socioeconomic-factors-influencing-land-cover-changes-in-rural_2014_Applied-G.pdf,The case of the Sierra de Albarracín (Spain),"Rural abandonment in mountainous regions is a habitual process that occurs in many countries and has socioeconomic and environmental implications. Land cover changes in Mediterranean mountains resulting from farming abandonment have been associated with certain processes of land degradation. This study employed Landsat satellite images for mapping the land cover changes in 1984 and 2007, south of the Iberian Range (region of Sierra de Albarracín, Teruel, Spain). A neural network classiﬁcation was used to achieve sufﬁcient land cover accuracy. The land cover change analysis revealed an expansion of forestland at the expense of pastureland and abandoned rainfed cropland. These changes were associated with demographic and economic shifts that resulted from a continuous process of rural abandonment. Population reduction has been the natural trend for a century, characterized by massive internal migrations to nearby cities. The dynamic displacement of the population centroid was used to identify the migratory processes in the last century. The primary sector and the associated secondary sector (farming and forestry) were diminished and resulted in a decrease in natural resource exploitation. Economic activity moved towards the tertiary sector, which focuses on rural tourism. The current socioeconomic scenario has unknown future implications for land cover dynamics and their associated ecosystem services values. Thus, monitoring of land cover changes and ecosystem services is required to promote sustainable development in an area that is highly dependent on the conservation of natural resources and ecological services.  2014 Elsevier Ltd. All rights reserved.",label,journal,data/full_texts\Socioeconomic-factors-influencing-land-cover-changes-in-rural_2014_Applied-G.txt,scientedirect
Solutrean-and-Magdalenian-ferruginous-rocks-heat-trea_2015_Journal-of-Archae.pdf,Solutrean and Magdalenian ferruginous rocks heat-treatment: accidental and/or deliberate action?,"Heating of prehistoric coloring materials can induce radical changes in color indicative of structural matter transformation. For instance, the structure of the yellow iron oxide-rich mineral, goethite, changes into the red iron oxide-rich mineral, hematite, when it is heated to around 250e300 C. For a long time, heating has been thought to be the reason for the high frequencies of red rocks used in camp sites and the red pigments in rock art paintings. However, records of heat-treatment of coloring materials are usually not well documented; the contextual information is not clear enough to conﬁrm intentional heating. Two Solutrean camp sites (the ﬂint workshop Les Maîtreaux and the hunting site Combe Sauniere I) and one middle Magdalenian cave with rock art (Grotte Blanchard, La Garenne) allow us to study the heating process of ferruginous rocks. All three sites, which have been excavated relatively recently, have well-deﬁned archaeological records and strong associations between the ferruginous rocks and other artifacts. With the use of X-ray diffraction and electron m-diffraction for identifying structural modiﬁcation and SEM-FEG and TEM-FEG for detecting dehydration nano-pores, we have strong evidence for intentional heat-treatment of yellow goethite-rich materials in two archaeological contexts and one site for unintentional heating, where rocks were only partially transformed. Intentional heating to obtain red hematite from primary goethite would have required ingenious methods of temperature control in ﬁreplace settings and purpose-built ground ovens. © 2015 Elsevier Ltd. All rights reserved.",label,Journal,data/full_texts\Solutrean-and-Magdalenian-ferruginous-rocks-heat-trea_2015_Journal-of-Archae.txt,scientedirect
Spatial-distribution-of-megalithic-monuments-in-the-suba_2020_Journal-of-Arc.pdf,Spatial distribution of megalithic monuments in the subalpine belt of the Pyrenees: Interpretation and implications for understanding early landscape,"Using a database of all the catalogued dolmens and stone circles in six Pyrenean valleys, we investigated the distribution of these megalithic monuments on the basis of elevation, gradient, aspect, terrain ruggedness, and terrain position, and identified factors potentially explaining the distribution of the monuments. A map of the areas having the highest probabilities of occurrence of megalithic monuments was developed, and showed that megalithic monuments are located in relatively accessible areas having gentle gradients and low terrain ruggedness close to the fluvial network, with wide U-shaped glacial valleys being the preferred locations. The altitudinal distribution showed one concentration of dolmens and stone circles at relatively low elevation (1250–1400 m a.s.l.) in the mid montane belt, and another at high elevation, at approximately the level of the timberline (1750–1900 m a.s.l.) adjacent to the alpine belt. Today, both areas are pastures that have historically sustained livestock, the traditional economic basis of Pyrenean valleys. The map showing the probability of occurrence of megalithic monuments in the study area suggests that a number of potentially favorable areas were largely inaccessible or too far from the main livestock routes, and remained forested until the Middle Ages. These findings and a variety of archaeological studies contribute to propose that the first shepherds: (i) understood the altitudinal organization of mountain areas; (ii) used the best accessible flat areas in the mid montane belt in late spring and early summer; and (iii) used the upper subalpine/alpine belt in summer.",label,Journal,data/full_texts\Spatial-distribution-of-megalithic-monuments-in-the-suba_2020_Journal-of-Arc.txt,scientedirect
State-of-the-art---Automated-micro-vehicles-for-urban-lo_2019_IFAC-PapersOnL.pdf,State of the art – Automated micro-vehicles for urban logistics,"The current discussion of automated vehicles mainly focuses on road-based passenger cars. However, automated micro-vehicles for delivery purposes might be more lucrative and even earlier available on the market. Until now, limited research is available about the global development of automated micro-vehicles for urban logistics. This paper conducts a market analysis on them to gain knowledge about the state of the art in respect to application, business model, and technical set-up. This study identifies 39 automated micro-vehicles. Their specific fields of application are still under test, but they focus on food/grocery delivery, post/parcel delivery, maintenance service, spare parts supply, delivery service for local shops, and mobile sales room services. We furthermore developed a classification dividing automated micro-vehicles by infrastructure (road, non-road), vehicle (delivery robot, bicycle) and human role. The analysis of the technical equipment shows, that the technical set-up between vehicle classes differs greatly due to different fields of application and infrastructure used. © 2019 IFAC * Institute of Logistics and Material Handling Systems, Otto von Guericke University Magdeburg Germany; e-mail: leonard.baum@ovgu.de ** Institute of Logistics and Material Handling Systems, Otto von Guericke University Magdeburg, Fraunhofer Institute for Factory Operation and Automation IFF, Magdeburg; Germany; e-mail: tom.assmann@iff.fraunhofer.de *** Institute of Logistics and Material Handling Systems, Otto von Guericke University Magdeburg Germany; e-mail: henning.strubelt@ovgu.de Leonard Baum*. Tom Assmann**. Henning Strubelt*** State of the art – Automated micro-vehicles for urban logistics © 2019, IFAC (International Federation of Automatic Control) Hosting by Elsevier Ltd. All rights reserved. 2456 Leonard Baum et al. / IFAC PapersOnLine 52-13 (2019) 2455–2462 of small AVs for goods transportation that not necessarily drive on roads are conceivable e.g. electric tricycles. As no available definition covers all of these small vehicles and delivery robots, we introduce and define the term micro-vehicle. For this paper the term automated micro-vehicle (AMV) characterizes vehicles which can theoretically be assigned to the European vehicle category L (2 wheels, 3 wheels or 4 wheels to a speed of 45kph and 400kg tare weight (EU 2013)) or below. Thus, we exclude all vehicles similar to regular 4-wheeled road-based vehicles for passenger or goods transport. We will use the terms autonomous/automated to include all vehicles of automation levels 3 (automated) and 4 (autonomous) (See: (NHTSA 2013)). Additionally, as automation levels are designed for vehicles driving on roads, vehicles that drive automated on non-roads but need e.g. a human as reference for finding their position or need to be remote-controlled are also seen as robots or autonomous vehicles in this paper. AMVs do not drive faster than 45 kph and can be monitored or remotecontrolled by people without driving license. Robots built for indoor purposes are not considered in this paper. Additionally, drones are not included, as they are not suited for everyday deliveries (Elgan 2016), and will probably not be implemented in urban freight transport (van Kaauwen and van Duin 2018). AMVs are lacking of a systematic research. This is evident from the fact that a search for literature reviews and studies on scopus (www.scopus.com) prompted no results for the search terms “delivery robot”, “autonomous unmanned ground vehicle”, “automated/autonomous micro vehicle”, “autonomous ground vehicle”. This is unsurprising as existing research rather addresses autonomous passenger vehicles instead of delivery robots (Hoffmann and Prause 2018; Lee et al. 2016). However, some aspects of delivery robots like maximizing the application efficiency and developing a regulatory framework have been examined in Clausen et al. 2016; Hoffmann and Prause 2018; Joerss et al. 2016; Sonneberg et al. 2019; van Kaauwen and van Duin 2018. Nevertheless, the efficient introduction of AVs in logistics would benefit from more research (van Meldert and Boeck 2016; Fagnant and Kockelman 2015) as many issues regarding non-passenger AMVs remain to be investigated. The market developments in the field of AMVs is highly dynamic and lacks a systematic review. AMVs for transport purposes might be designed and equipped completely different from AVs for passenger transport, as e.g. safety concerns are less relevant when only cargo is transported, or sensor setups differ due to significantly lower speeds on non-road networks. As a result, the technology setup of self-driving micro-vehicles for goods movement might be divergent from AVs for passenger transport. Therefore, an analysis and classification of different vehicle types in this huge market is overdue. Consequently, the aim of this study is: (1) to create a review of AMVs for urban goods movements; (2) to provide an overview on applications, manufactures, vehicle concepts, and the corresponding level of development; (3) to give insights in the state-of-the-art of built-in technology and vehicle performance. This paper structures as follows. Section 2 will present the methodology behind the market analysis identifying relevant micro-vehicles. In section 3 we will present a new classification to bring meaningful structure into the diversity of concepts. The subsequent section will provide detailed information on the in-depth search for information on available micro-vehicles. We will present and discuss the results in sections 5 and 6.",label,Publication not identified,data/full_texts\State-of-the-art---Automated-micro-vehicles-for-urban-lo_2019_IFAC-PapersOnL.txt,scientedirect
Stone-working-and-the-earliest-steel-in-Iberia--Scientifi_2023_Journal-of-Ar.pdf,Stone-working and the earliest steel in Iberia: Scientific analyses and experimental replications of final bronze age stelae and tools,"The south-western Iberian stelae from the Final Bronze Age (FBA) and Early Iron Age (EIA) have long been the centre of archaeological interest. These monuments show representations of human and animal figures, objects such as weapons, ornaments and chariots. Moreover, they provide insights into prehistoric stone working and sculpting techniques. On the downside, petrological studies of the rocks and consequent reflections on suitable tools are still the exception. Due to the lack of analysis and technological studies, this research will put emphasis on a multidisciplinary approach involving petrographic and metallurgic analyses, complemented by experi­ mental archaeology. Firstly, an accurate lithological determination of stelae from Capilla (Spain) has been established with petrographic methods. According to the results, two slabs for replications of stelae were obtained from the identified mono-mineral quartz-sandstone (“quartzite”) outcrop. The experiment involved the trial of chisels made from all expedient materials that were available in the FBA-EIA by a professional stonemason. Considering that such extremely hard rocks require robust tools for carving, a long ignored iron chisel from the FBA site of Rocha do Vigio (Portugal) was studied with metallography and exposed heterogeneous, however surprisingly high-carbon steel. The analysed rocks are amongst the hardest that can be used for sculpting, and in the course of the experiment, bronze and lithic tools could be discarded. The only tool that showed an effect was the repli­ cation of the steel chisel from Rocha do Vigio with a hardened edge. The distinct work traces were compared to the original monuments. We hypothesize that the production of carbon steel as well as its hardening were possibly already known at the FBA-EIA transition in Iberia. Hence, only the access to iron technology allowed for the making of stelae from the lithotypes that were frequently used in the Zújar basin around the municipality of Capilla.",label,Journal,data/full_texts\Stone-working-and-the-earliest-steel-in-Iberia--Scientifi_2023_Journal-of-Ar.txt,scientedirect
Structural-insights-into-conformational-stability-and-bi_2022_Saudi-Journal-.pdf,"Structural insights into conformational stability and binding of thiazolo- [2,3-b] quinazolinone derivatives with EGFR-TKD and in-vitro study","Heterocyclic molecules are well-known drugs against various diseases including cancer. Many tyrosine kinase inhibitors including erlotinib, osimertinib, and sunitinib were developed and approved but caused adverse effects among treated patients. Which prevents them from being used as cancer therapeutics. In this study, we strategically developed heterocyclic thiazolo-[2,3-b]quinazolinone derivatives by an organic synthesis approach. These synthesized molecules were assessed against the epidermal growth factor receptor tyrosine kinase domain (EGFR-TKD) by in silico methods. Molecular docking simulations unravel derivative 17 showed better binding energy scores and followed Absorption, Distribution, Metabolism, Excretion, and Toxicity (ADMET) properties. The binding afﬁnity displayed by synthetic congener and reference molecule erlotinib was found to be 8.26 ± 0.0033 kcal/mol and 7.54 ± 0.1411 kcal/ mol with the kinase domain. Further, molecular dynamic simulations were conducted thrice to validate the molecular docking study and achieved signiﬁcant results. Both synthetic derivative and reference molecule attained stability in the active site of the TKD. The synthetic congener and erlotinib showed free energy binding (DGbind) 102.975 ± 3.714 kJ/mol and 130.378 ± 0.355 kJ/mol computed by Molecular Mechanics Poison Boltzmann Surface Area (MM-PBSA) method. In addition, the motions of each sampled system including the Apo complex were determined by the principal component analysis and Gibbs energy landscape analysis. The in-vitro apoptosis study was performed using MCF-7 and H-1299 cancer cell lines. However, thiazolo-[2,3-]-quinazoline derivative 17 showed fair anti-proliferative activity against MCF-7 and H-1299. Further, the in-vivo study is necessary to determine the effectivity of the potent anti-proliferative, non-toxic molecule against TKD.  2022 Published by Elsevier B.V. on behalf of King Saud University. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",label,Journal,data/full_texts\Structural-insights-into-conformational-stability-and-bi_2022_Saudi-Journal-.txt,scientedirect
Subject-Index_2006_Encyclopedia-of-Language---Linguistics.pdf,Title not identified,"SUBJECT INDEX NOTE The index is arranged in set-out style with a maximum of three levels of heading. Major discussion of a subject is indicated by bold page numbers. Page numbers suffixed by T and F refer to Tables and Figures respectively. vs indicates a comparison. Cross-reference terms in italics are general cross-references, or refer to subentry terms within the main entry (the main entry is not repeated to save space). Readers are also advised to refer to the end of each article for additional cross-references not all of these cross-references have been included in the index cross-references. This index is in letter-by-letter order, whereby hyphens and spaces within index headings are ignored in the alphabetization. Prefixes and terms in parentheses are excluded from the initial alphabetization. To assist the user, specific languages have main entries in bold. To save space in the index, subjects specific to a language (e.g. morphology, syntax) are found as subentries under the language and not the subject. Cross references to the specific subjects (e.g. syntax, phonetics) are assumed and not explicit. The following abbreviations have been used: F0 – fundamental frequency IPA – International Phonetics Alphabet L2 – second language PIE – Proto Indo-European language A AAAL see American Association for Applied Linguistics (AAAL) Aachen aphasia test 10:409–410 AAPC see Aristotelian-Abelardian predicate calculus Aarne, A, fairytales 9:77 Aasen, Ivar Andreas 1:4–5 fields of work dialectology 1:4 Landsmaal 1:4 Norwegian 1:4, 8:710 Nynorsk 1:4 Scandinavian linguistics 11:3–4 publications 1:4 Conversation between two farmers 1:4 Det norske Folkesprogs Grammatik 1:4 Norske Ordsprog 1:4 Norsk Maalbunad 1:4 Norsk Ordbog med dansk Forklaring 1:4 Ordbog over det norske Folkesprog (Dictionary of Norwegian dialects) 1:4, 11:6 Prøver af Landsmaalet i Norge 1:4 Abbassid period, Christianity 2:393 Abbey 6:273 see also Kwa languages Abbreviations 6:110, 11:121–122 neoclassical compounding 8:581 Newspeak 8:618 paleography see Paleography use of fingerspelling 4:470 online language 6:525, 7:600 word formation 13:632 Abduction 1:5–6 deduction 1:5 glottal states 12:129 induction 1:5 Peirce, Charles Sanders 9:257 Abductive reasoning 5:651–654 definition 5:651 Abductive relations 3:36 Abe´ 6:273 see also Kwa languages Abecedaries, South Semitic scripts 1:512 Abelard, Peter 9:328, 10:148 Abelson, R P 8:454–455 Schank, Roger C, association with 11:7 Abenaki, Western, and Proto-Algonquian 10:196 Abercrombie, David 1:6–7 academic gatherings 1:7 fields of work disyllabic feet 10:172 phonetics 1:6 Scottish dialects 1:7 stress-timed language 10:172 publications 1:7 Abhidhamma Pitaka, Pa¯li canonical texts 9:144 Abidji 6:273 see also Kwa languages Ab im Romanischen (Richter) 10:626 Abkhaz 1:7–9 case markers 1:8 classification 2:451 double articulations 9:438 evidentiality 4:321 grammar 1:8 history 1:8 influence from other languages Kartevelian languages 1:9 Russian 1:9 Turkish 1:9 orthography 1:8 Cyrillic alphabet 1:8 Georgian alphabet 1:8 phonemes 1:8 potential/involuntary constructions 1:8–9 preverbial grade systems 1:8–9 relative strategy 1:8–9 Stative-Dynamic opposition 1:8–9 use of 1:7–8 verbal complexity 1:8–9 see also North Caucasian languages Abkhazia, languages Armenian 1:474–475 Caucasian languages 2:260 Ablative case 2:212–213, 2:214 Ablaut Germanic languages workers in Kate Hermansz, Lambert ten 6:161 Kuryłowicz, Jerzy 6:271 -able formation 2:223 Abnaki classification 1:161 see also Algonquin languages Abnormalities, North American native language variation 13:373 Abondolo, D, Proto-Uralic 10:212–213 Aboriginal and Torres Strait Islander languages language relationships 1:581 linguistic characteristics 1:581 use of, Australia 1:580 see also specific languages Aboriginal English 1:583 Aboriginal languages Canadian language policies 6:423 in-law avoidance practices 12:463 use of, Australia 1:580 see also Australian languages; specific languages Aborigines, Australian see Australian Aborigines Aboutness 5:722 ABPC see Aristotelian-Boethian predicate calculus Abraham, Roy Clive 1:9–10 co-workers and associated workers 1:9 Bargery GP 1:9 early life 1:9 fields of work Afroasiatic languages 1:9 Amharic 1:9 Bole 1:9 Hausa 1:9 Igbo 1:9–10 Niger-Congo languages 1:9 West Chadic 1:9 Yoruba 1:9 publications 1:9 Abre´ge´ de grammaire compare´e des langues indoeurope´ennes, Bloch, Jules’ contribution 2:73 Absolute frame of reference, spatial semantics 11:174–175 Absolute synonymy, avoidance of 12:377 Absolute tenses see Tense Abstand languages 6:647 Abstract(s) 8:513, 12:274–291 abstracting behavior 12:276 architecture 12:276, 12:277f automatic 12:282 see also Text",first_large_block,Publication not identified,data/full_texts\Subject-Index_2006_Encyclopedia-of-Language---Linguistics.txt,scientedirect
Subject-Index_2018_Urban-Geomorphology.pdf,Title not identified,"337 Subject Index A Acid rain, 271 Adaptive management program, 169 Adobe Photoshop (DMAP) approach, 306 Aerotropolis, 101 Afforestation, 30 Agriculture, 10, 39, 115 chemical products (fertilizer) to enhance, 115 irrigated, 188 in the Mesopotamia region, 10 Ahaggar, 270 Airports, 101 area occupied by high-capacity modern airports, 102 building, 101 landform change due to, 103 geomorphic change, 110 artificial and partly artificial islands, 108–109 coastline alteration, 103, 105–106 land leveling, 106–107 land reclamation, 104 small-scale alteration of relief, 109–110 types of, 104 ground infrastructure, 101 Hong Kong Airport, 103, 109 Incheon International Airport in Seoul, 106 at Kastrup in Copenhagen, 110 by size, 107 space, 109 Air transportation, 101 Åland Islands, 45, 48, 49 Alluvial complex, 2 Alluvial fans, 10 Alpine Centre shopping mall, 86 Alpine environment, 206 Alpine mountain towns, 206 Aluminum (Al), 119 Amazon region, 116 American Nettie, 212 America’s Great Depression, 280 Amphitheater Landslide, 215 Anadromous salmon populations, 83 Ancient Mazovian Metallurgy, 37, 42 Andalién River floodplain, 161 Andalién River system, 156, 317, 318 Animas Rivers, 207, 219 ANN. See Artificial neural networks (ANNs) Annapurna Range, 3, 232 Anthropocene, 1, 10 epoch, 1 Anthropogenesis, 10 Anthropogenic, 1 activity, 11, 116 cityscape, 1 climate change, 1 influence, 10 interferences, 117 materials, 117 Apartheid, 129, 138 APP. See Areas of permanent preservation (APP) Aquifer, 40 acidic water contaminate, 140 canopy to the bottom of, 210 in glaciated regions, 210 Quaternary, 43 water retention capacity of, 167 Araguaína chemical composition of toxic material, 123 technogenic deposits main materials in, 124 soil contamination in urban area, 119 transversal profile in Cimba neighborhood, 122 types, geographical distribution, and, 120, 121 urban area, 119 Archaeological data show an initial location of Palma, 24 evidences, 2 excavation, 72 findings, 17 sites, 10, 18, 42, 136 Neolithic palaeoenvironmental deterioration, 270 surveys, 273 Areas of permanent preservation (APP), 119 Armala valley, 253 sinkhole formation, 253 Arsenic (As), 117, 118 Artificial and partly artificial islands, 108 Artificial horizons, 118 Artificial islands, 3, 101, 109 to host Osaka Kansai International Airport, 109",first_large_block,Publication not identified,data/full_texts\Subject-Index_2018_Urban-Geomorphology.txt,scientedirect
Substitutional-doping-of-2D-transition-metal-dichalc_2025_Materials-Science-.pdf,"Substitutional doping of 2D transition metal dichalcogenides for device applications: Current status, challenges and prospects","Two-dimensional (2D) transition metal dichalcogenides (TMDs) have emerged as a class of materials with exceptional electronic, optical, and mechanical properties, making them highly tunable for diverse applications in nanoelectronics, optoelectronics, and catalysis. This review focuses on substitutional doping of TMDs, a key strategy to tailor their properties and enhance device performance, with a focus on its applications over the past five years (2019–2024). We delve into both theoretical and experimental doping approaches, including estab­ lished methods like chemical vapor transport (CVT) and chemical vapor deposition (CVD) alongside liquid phase exfoliation (LPE) and post-synthesis treatments. Advanced growth techniques are also explored. Challenges like dopant uniformity, concentration control, and stability are addressed. The influence of various dopants on the electronic band structure, carrier concentration, and defect engineering is analyzed in detail. We further explore recent advancements in utilizing doped TMDs for field-effect transistors (FETs), photodetectors, sensors, pho­ tovoltaics, optoelectronic devices, energy storage and conversion, and even quantum computers. By examining both the potential and limitations of substitutional doping, this review aims to propel future research and technological advancements in this exciting field.",label,journal,data/full_texts\Substitutional-doping-of-2D-transition-metal-dichalc_2025_Materials-Science-.txt,scientedirect
Subtopic-mining-using-simple-patterns-and-hierarchica_2015_Information-Proce.pdf,Subtopic mining using simple patterns and hierarchical structure of subtopic candidates from web documents ,"The intention gap between users and queries results in ambiguous and broad queries. To solve these problems, subtopic mining has been studied, which returns a ranked list of possible subtopics according to their relevance, popularity, and diversity. This paper proposes a novel method to mine subtopics using simple patterns and a hierarchical structure of subtopic candidates. First, relevant and various phrases are extracted as subtopic candidates using simple patterns based on noun phrases and alternative partial-queries. Second, a hierarchical structure of the subtopic candidates is constructed using sets of relevant documents from a web document collection. Finally, the subtopic candidates are ranked considering a balance between popularity and diversity using this structure. In experiments, our proposed methods outperformed the baselines and even an external resource based method at high-ranked subtopics, which shows that our methods can be effective and useful in various search scenarios like result diversiﬁcation. © 2015 Elsevier Ltd. All rights reserved.",label,journal,data/full_texts\Subtopic-mining-using-simple-patterns-and-hierarchica_2015_Information-Proce.txt,scientedirect
Survey-and-explorations-of-caves-in-southeastern-Ethiopia--M_2014_Quaternary.pdf,Survey and explorations of caves in southeastern Ethiopia: Middle Stone Age and Later Stone Age archaeology and Holocene rock art,"The horn of Africa provides the setting for the evolution of early modern humans and their dispersal out of Africa as well as for the entry, many thousands of years later, of pastoralists who brought Near Eastern and, later, South Asian livestock into Africa. However, signiﬁcant gaps remain in our understanding of the late Upper Pleistocene archaeological record of the horn of Africa, mainly due to the paucity of wellstratiﬁed sites from the period. The discovery in southeastern Ethiopia of a number of caves with rich Upper Pleistocene and Holocene archaeological deposits, many of which also had rock art depicting domestic animals, offers an unprecedented opportunity for exploring the later prehistory of the region. In 2007, 2008 our survey documented twenty-one cave sites and shelters with evidence of cultural deposits, including Middle Stone Age (MSA) and Later Stone Age (LSA) stone artifacts, faunal remains, and rock art. Active and fossil speleothems, important for paleoclimatic reconstructions and chronology, were found from two other caves in eastern and western Harerghe. Test excavations were conducted at three sites, with abundant archaeological material documented from stratiﬁed deposits at two of these sites e Gilbo Tate and Goda Buticha. The latter is a subject of another paper in this volume. Rock art was recorded at eighteen sites, three of which (in western Harerghe) had not previously been documented. At many of the sites, much of the art is faded and in a vulnerable state, and continued efforts to document and conserve this art are urgently needed.  2013 Elsevier Ltd and INQUA. All rights reserved.",label,journal,data/full_texts\Survey-and-explorations-of-caves-in-southeastern-Ethiopia--M_2014_Quaternary.txt,scientedirect
Sustainable-and-smart-HPTLC-determination-of-silodosin-and-so_2023_Sustainab.pdf,Sustainable and smart HPTLC determination of silodosin and solifenacin using a constructed two illumination source chamber with a smartphone camera as a detector: Comparative study with conventional densitometric scanner,"The tremendous revolution in the built-in digital camera of smartphones has opened new horizons for its applicability as a portable, easily accessible, and user-friendly detector in different analytical techniques. In this article, we proposed and developed a new and inexpensive detector for simultaneous analysis of silodosin and solifenacin. The innovation makes use of a smartphone camera coupled with high-performance thin layer chromatographic (HPTLC) approach. Firstly, chromatographic separation was attained using HPTLC plates with an ecofriendly mobile phase composed of ethyl acetate, ethanol & 25% w/w ammonia (3.0: 7.0: 0.3, by volume). The developed plates were then visualized using Dragendorff's reagent and then photographed via smartphone's rear-facing camera fixed on a fabricated two-illumination source chamber. The intensities of drug spots were quantified using an open-source image analysis software, ImageJ, over concentration ranges of 2.0–30.0 μg/band. Moreover, the study was extended to compare the obtained results with a benchtop densitometric method at 215.0 nm where the densitometric one gave linear response ranging from 0.1 to 7.0 μg/band for silodosin and 0.1–6.0 μg/band for solifenacin. The fast, simple, reliable and green merits of the proposed HPTLC/smartphone method promted it as an excellent platform for assaying marketed combined tablets and assuring their content uniformity. Moreover, the high sensitivity of the densitometric method was exploited, for the first time, for determining the residual content of the cited drugs on manufacturing equipment surfaces during cleaning validation. Finally, the environmental impact of the methods was appraised via three state-of-the-art greenness metrics.",label,journal,data/full_texts\Sustainable-and-smart-HPTLC-determination-of-silodosin-and-so_2023_Sustainab.txt,scientedirect
Sustainable-recovery-of-microbial-derived-natural-pigm_2025_Separation-and-P.pdf,"eutectic solvents: advances, potential, and challenges","Microbial-derived natural pigments present a promising alternative to synthetic colorants, offering diverse benefits and a more sustainable approach. This review explores the potential of deep eutectic solvents (DESs) as sustainable alternatives for recovering natural pigments derived from microbial sources, addressing the environmental and safety concerns associated with conventional extraction methods. Specifically, the microbial pigments discussed in this work include carotenoids (e.g., fucoxanthin, astaxanthin, canthaxanthin, bacterioruberin, lutein, and β-carotene), chlorophylls, and phycobiliproteins (e.g., phycocyanin and phycoerythrin). The review covers the fundamental properties and classifications of DESs, emphasizing their versatility and tunability for specific applications. The main stages of downstream processing, including biomass pretreatment, pigment extraction, and purification, are examined in detail, with DESs demonstrating better efficiency and selectivity than traditional solvents. The review also discusses the challenges and opportunities in developing task-specific DESs, optimizing extraction techniques, and achieving scalable, eco-friendly processes. The potential for using DES-based systems to produce ready-to-use pigment-rich extracts is highlighted, creating potentially new applications in food, cosmetics, and pharmaceuticals. The findings underscore the DESs’ role in advancing the sustainable production of microbial pigments, and their implications for broader industrial adoption and the needs for further research.",label,journal,data/full_texts\Sustainable-recovery-of-microbial-derived-natural-pigm_2025_Separation-and-P.txt,scientedirect
Synthesis-of-Chitosan-Based-Molecularly-Imprinted-Biopolymer-fo_2025_Analyti.pdf,Synthesis of Chitosan-Based Molecularly Imprinted Biopolymer for Thin-Film Solid- Phase Microextraction of Tramadol Followed by Its On-Site Detection Using Digital Image Colorimetry,"Journal Pre-proof Synthesis of Chitosan-Based Molecularly Imprinted Biopolymer for Thin-Film SolidPhase Microextraction of Tramadol Followed by Its On-Site Detection Using Digital Image Colorimetry Samira Pashayi Sarnaghi, Zahra Ayazi PII: S0003-2670(25)00729-9 DOI: https://doi.org/10.1016/j.aca.2025.344335 Reference: ACA 344335 To appear in: Analytica Chimica Acta Received Date: 25 January 2025 Revised Date: 15 May 2025 Accepted Date: 14 June 2025 Please cite this article as: S.P. Sarnaghi, Z. Ayazi, Synthesis of Chitosan-Based Molecularly Imprinted Biopolymer for Thin-Film Solid-Phase Microextraction of Tramadol Followed by Its On-Site Detection Using Digital Image Colorimetry, Analytica Chimica Acta, https://doi.org/10.1016/j.aca.2025.344335. This is a PDF file of an article that has undergone enhancements after acceptance, such as the addition of a cover page and metadata, and formatting for readability, but it is not yet the definitive version of record. This version will undergo additional copyediting, typesetting and review before it is published in its final form, but we are providing this version to give early visibility of the article. Please note that, during the production process, errors may be discovered which could affect the content, and all legal disclaimers that apply to the journal pertain. © 2025 Published by Elsevier B.V.",first_large_block,Journal,data/full_texts\Synthesis-of-Chitosan-Based-Molecularly-Imprinted-Biopolymer-fo_2025_Analyti.txt,scientedirect
Systematic-mapping-of-computational-thin_2023_International-Journal-of-Child.pdf,Systematic mapping of computational thinking in preschool children,"This study characterizes the literature on teaching computational thinking (CT) to preschoolers aged 4 to 5 years. Previous research and published systematic studies have provided important contributions about CT teaching to elementary and high school children. However, to date, there is no systematic overview of CT education for preschoolers. For this reason, this systematic mapping synthesizes 82 studies on CT teaching, through the implementation and evaluation of tools and activities to teach, improve or measure the CT knowledge acquired by children. Furthermore, studies on courses or training offered to preschool teachers related to the teaching of CT were also considered. From the selected studies, the following information was collected: year of publication; recovery sources and databases; vehicles and places of publication; temporal delimitation of research, research approach, nature and research method; CT teaching approaches; tools used to teach CT and how they are classified according to their physical characteristics and, finally, participants and individuals responsible for the research. The results suggest an increase in the number of publications in recent years, revealing the interest of researchers in the topic. Furthermore, we observed a trend towards the use of physical artifacts and the use of the disconnected computing approach to teaching CT skills to preschool children. The results also exposed that preschool teachers have little autonomy in implementing CT teaching activities because those are mostly implemented by computer professionals (researchers, teachers, etc.). This is because preschool teachers are still discouraged from teaching computer and technology-related content to children, considering them complex and disconnected from basic curricula. However, when teachers are trained to teach CT, they become interested in the content and become more active during the teaching process. We argue for integrating CT-related content into education curricula and supporting preschool teachers to implement it autonomously in their classrooms. © 2023 Elsevier B.V. All rights reserved. Contents",label,Journal,data/full_texts\Systematic-mapping-of-computational-thin_2023_International-Journal-of-Child.txt,scientedirect
